
Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
702	182	114	104
703	932	862	854
704	653	590	582
705	864	795	785
706	288	223	215
707	943	920	951
708	375	306	296
709	788	744	717
710	274	205	196
711	223	160	150
712	535	470	462
713	902	833	824
714	37	976	968
715	477	412	404
716	294	229	221
717	1004	939	931
718	759	691	683
719	787	722	713
720	985	922	914
721	821	798	843
722	601	538	528
723	900	837	827
724	1008	941	933
725	997	930	920
726	411	343	333
727	939	870	862
728	78	13	5
729	413	350	342
730	80	17	7
731	877	813	803
732	521	458	449
733	637	570	562
734	564	499	491
735	101	36	28
736	431	371	363
737	558	493	485
738	896	831	823
739	363	300	290
740	219	156	146
741	877	814	802
742	781	718	710
743	331	266	258
744	886	821	813
745	235	172	164
746	95	32	24
747	500	435	427
748	159	95	87
749	578	515	505
750	131	64	54
751	550	487	479
752	918	855	847
753	877	814	806
754	547	484	474
755	712	647	639
756	1008	913	905
757	53	993	983
758	83	20	12
759	155	92	84
760	811	748	740
761	806	736	728
762	118	49	41
763	779	716	706
764	85	22	14
765	933	868	860
766	29	971	961
767	726	663	653
768	438	375	367
769	924	859	850
770	807	744	736
771	284	221	213
772	580	517	507
773	476	411	402
774	297	232	224
775	35	975	966
776	847	782	774
777	960	897	887
778	693	630	622
779	609	544	535
780	1006	943	934
781	399	332	322
782	117	52	44
783	926	857	849
784	750	681	671
785	782	715	705
786	258	193	185
787	320	255	246
788	975	905	895
789	743	678	670
790	107	38	28
791	168	103	95
792	416	351	342
793	417	352	344
794	382	321	311
795	238	175	166
796	249	188	178
797	457	392	384
798	138	73	65
799	916	853	843
800	935	870	862
801	985	922	914
802	699	636	627
803	669	604	596
804	437	367	359
805	952	883	875
806	14	953	945
807	392	327	317
808	5	946	938
809	103	38	30
810	56	997	987
811	457	392	384
812	234	167	159
813	25	967	957
814	10	950	942
815	469	404	396
816	543	480	470
817	668	603	595
818	504	435	427
819	639	571	561
820	562	499	489
821	959	894	886
822	757	692	684
823	913	843	833
824	33	973	965
825	965	902	894
826	905	842	832
827	279	210	202
828	650	587	579
829	16	956	948
830	116	51	43
831	892	823	815
832	337	272	264
833	509	446	436
834	172	107	99
835	571	508	500
836	534	463	455
837	86	63	109
838	313	250	240
839	55	995	987
840	978	913	905
841	719	652	642
842	644	583	573
843	716	653	643
844	524	459	451
845	840	777	768
846	82	989	979
847	335	270	262
848	1001	936	928
849	946	883	874
850	967	902	893
851	500	436	428
852	435	365	355
853	208	138	128
854	213	144	136
855	524	461	451
856	841	778	768
857	241	180	170
858	305	238	228
859	328	260	250
860	940	930	907
861	965	896	888
862	309	244	236
863	616	553	545
864	695	632	622
865	249	186	178
866	240	170	160
867	630	565	557
868	845	780	772
869	442	377	369
870	352	289	279
871	776	711	702
872	939	874	865
873	311	248	238
874	184	114	104
875	229	164	156
876	260	195	186
877	342	274	264
878	737	668	660
879	907	844	835
880	749	686	676
881	945	882	873
882	572	503	495
883	213	148	140
884	172	107	99
885	243	180	172
886	920	855	847
887	982	919	909
888	184	121	113
889	820	750	742
890	763	694	686
891	789	726	718
892	785	720	712
893	83	18	10
894	347	254	277
895	821	758	750
896	778	708	698
897	867	802	794
898	850	787	779
899	617	548	540
900	614	551	543
901	768	705	695
902	487	418	408
903	83	18	10
904	555	487	477
905	451	389	379
906	468	405	397
907	252	187	179
908	223	158	150
909	764	695	685
910	255	191	181
911	852	787	779
912	852	789	781
913	31	971	963
914	592	529	519
915	685	617	607
916	310	240	232
917	943	873	865
918	920	851	843
919	558	495	487
920	570	501	492
921	675	610	601
922	376	313	303
923	846	776	768
924	330	260	250
925	815	746	738
926	865	802	792
927	387	317	309
928	262	199	190
929	744	675	665
930	448	381	371
931	496	427	417
932	856	791	783
933	888	817	809
934	384	320	312
935	258	193	185
936	725	660	652
937	315	282	307
938	144	80	72
939	333	270	262
940	231	161	151
941	23	963	954
942	716	647	639
943	116	53	43
944	410	345	337
945	313	251	241
946	335	268	258
947	848	778	768
948	11	952	944
949	867	802	792
950	534	469	461
951	898	834	824
952	680	617	607
953	193	128	119
954	880	815	805
955	481	412	404
956	743	680	672
957	168	105	97
958	579	510	500
959	758	693	685
960	53	993	985
961	277	214	204
962	1002	932	922
963	575	508	498
964	795	730	721
965	661	596	588
966	635	566	558
967	427	358	350
968	22	963	955
969	281	218	210
970	1005	940	931
971	61	1260	1284
972	896	828	820
973	737	669	661
974	777	712	704
975	927	864	856
976	968	903	895
977	768	705	695
978	710	646	636
979	115	52	42
980	80	16	8
981	756	688	680
982	984	915	907
983	148	81	71
984	86	23	13
985	227	156	148
986	677	608	598
987	796	733	723
988	957	892	884
989	894	830	820
990	415	352	344
991	301	236	228
992	850	787	779
993	720	697	728
994	761	692	684
995	417	354	344
996	293	230	222
997	419	356	348
998	463	399	391
999	755	690	682
