Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
394	29	34	42
395	42	34	5
396	3	54	62
397	7	60	52
398	17	28	37
399	56	61	48
400	59	24	51
401	53	38	30
402	49	57	15
403	64	60	16
404	48	57	10
405	17	42	9
406	5	57	69
407	3	45	32
408	52	20	60
409	29	37	47
410	54	50	92
411	26	22	51
412	5	59	45
413	18	31	22
414	39	59	9
415	45	10	35
416	50	9	27
417	13	22	3
418	26	12	31
419	24	40	36
420	5	13	21
421	16	24	61
422	68	51	63
423	43	39	53
424	7	60	43
425	44	58	48
426	2809	61	65
427	7	32	15
428	31	18	26
429	61	66	8
430	34	20	6
431	29	41	46
432	38	5	30
433	3	19	15
434	52	56	64
435	14	24	10
436	15	56	6
437	34	16	30
438	37	33	47
439	20	28	16
440	51	39	55
441	45	37	33
442	53	35	43
443	20	24	38
444	7	56	65
445	54	35	31
446	21	13	5
447	29	47	4
448	47	51	12
449	37	49	53
450	56	44	60
451	16	45	8
452	53	11	3
453	24	20	32
454	16	47	55
455	46	38	33
456	7	51	43
457	56	60	68
458	9	28	48
459	50	24	28
460	40	48	32
461	20	46	25
462	40	48	32
463	60	18	14
464	5	52	60
465	34	12	38
466	50	63	55
467	3	49	59
468	52	76	38
469	43	51	18
470	15	23	7
471	31	60	64
472	57	65	70
473	61	3	13
474	38	60	46
475	49	18	10
476	61	22	53
477	18	60	64
478	28	57	32
479	4	23	14
480	38	62	52
481	11	22	27
482	43	27	31
483	34	26	61
484	29	20	12
485	23	18	7
486	28	18	3
487	38	30	25
488	61	48	53
489	20	33	24
490	56	61	48
491	3	13	60
492	49	66	61
493	55	41	47
494	39	43	57
495	47	31	39
496	45	37	53
497	36	18	31
498	32	24	16
499	20	30	16
500	48	52	62
501	27	22	14
502	19	9	52
503	28	10	15
504	11	38	30
505	62	25	66
506	15	32	61
507	17	27	12
508	43	59	15
509	34	19	14
510	54	58	66
511	43	5	205
512	11	53	19
513	33	25	20
514	43	35	31
515	62	50	66
516	62	54	50
517	63	5	58
518	141	56	44
519	11	48	3
520	62	50	54
521	24	59	49
522	7	27	22
523	23	53	18
524	64	6	44
525	12	20	39
526	20	24	34
527	48	56	18
528	17	49	8
529	56	44	48
530	13	3	21
531	44	60	52
532	7	60	65
533	48	28	40
534	36	28	23
535	66	62	14
536	35	43	53
537	57	11	49
538	9	62	66
539	12	30	20
540	21	49	35
541	3	61	15
542	18	62	58
543	11	15	54
544	122	3257	46
545	53	66	58
546	28	32	46
547	49	41	37
548	41	8715	57
549	33	25	20
550	51	59	41
551	40	55	31
552	59	54	3
553	35	18	27
554	58	16	62
555	7	32	36
556	50	41	33
557	37	33	55
558	36	23	28
559	55	68	60
560	56	60	40
561	19	2286	15
562	22	50	41
563	47	51	42
564	5	40	24
565	5	23	19
566	25	5	17
567	49	59	41
568	42	30	38
569	62	66	5
570	12	55	30
571	65	69	7
572	12	25	17
573	56	44	52
574	221	241	233
575	6	62	54
576	59	46	51
577	11	23	15
578	64	11	54
579	14	46	51
580	13	9	27
581	20	29	12
582	41	51	37
583	13	61	5
584	53	61	39
585	37	22	51
586	16	24	59
587	59	3	30
588	17	7	62
589	62	50	58
590	55	20	47
591	11	61	56
592	49	10	20
593	29	37	53
594	23	11	15
595	24	33	20
596	56	61	5
597	47	35	43
598	22	30	38
599	56	33	29
600	31	18	23
601	55	33	23
602	13	25	5
603	3	17	21
604	58	29	50
605	49	57	41
606	37	45	61
607	55	11	3
608	11	33	28
609	15	10	25
610	7	61	51
611	7	58	48
612	16	51	43
613	32	42	20
614	53	21	30
615	23	35	40
616	54	50	27
617	57	41	14
618	32	61	53
619	59	30	17
620	5	630	13
621	64	60	3
622	54	3	59
623	45	55	35
624	9	13	21
625	42	34	30
626	1388	43	28
627	8	13	49
628	39	59	51
629	35	47	39
630	44	2323	2335
631	53	39	29
632	16	12	25
633	27	43	55
634	26	18	59
635	16	29	20
636	14	24	4
637	27	13	17
638	68	64	50
639	41	59	51
640	47	35	51
641	9	53	61
642	7	32	59
643	5	61	13
644	30	40	5
645	34	62	12
646	27	7	17
647	31	14	26
648	62	52	11
649	34	4	13
650	20	32	28
651	36	7	15
652	43	31	35
653	61	39	22
654	52	48	62
655	9	13	23
656	16	36	28
657	28	36	20
658	15	5	57
659	7	43	57
660	45	33	49
661	63	21	11
662	29	24	16
663	8	17	60
664	13	17	53
665	38	33	20
666	21	29	16
667	36	28	18
668	59	30	16
669	46	55	59
670	55	14	22
671	43	57	35
672	35	20	25
673	46	42	33
674	16	40	28
675	61	33	43
676	61	17	9
677	34	60	9
678	29	16	21
679	42	25	37
680	35	59	50
681	31	39	27
682	57	39	43
683	38	30	26
684	38	28	23
685	45	22	14
686	64	48	60
687	63	55	46
688	32	24	51
689	20	47	51
690	26	12	22
691	5	64	56
692	16	28	55
693	32	28	40
694	48	11	40
695	3	56	52
696	34	22	26
697	13	45	5
698	47	51	35
699	17	45	5
700	9	27	19
701	14	38	29
702	58	28	23
703	12	43	35
704	24	42	34
705	34	8	22
706	51	26	34
707	60	47	23
708	29	46	58
709	19	11	27
710	34	20	38
711	33	47	51
712	35	25	17
713	61	45	5
714	34	30	18
715	45	40	53
716	63	58	47
717	7	15	62
718	64	52	60
719	5	46	41
720	53	31	35
721	58	66	70
722	66	53	61
723	14	64	56
724	3	57	17
725	31	53	39
726	7	68	64
727	41	45	55
728	63	55	46
729	58	11	3
730	41	49	59
731	57	49	39
732	61	53	48
733	66	7	62
734	13	61	5
735	3	11	61
736	35	502	56
737	31	44	36
738	14	18	26
739	43	47	55
740	11	3	60
741	39	47	31
742	27	39	47
743	40	32	18
744	61	43	57
745	60	25	56
746	57	5	26
747	24	8	28
748	49	57	41
749	61	53	24
750	13	17	43
751	43	53	65
752	38	18	14
753	53	38	7
754	15	25	7
755	43	53	39
756	60	50	14
757	10	54	64
758	6769	29	38
759	34	22	30
760	39	35	47
761	42	54	46
762	20	28	8
763	30	26	40
764	5	40	61
765	20	33	47
766	335	12	46
767	58	7	62
768	30	18	26
769	57	53	45
770	7	15	51
771	36	44	7
772	4	49	39
773	55	41	9
774	43	5	18
775	55	13	5
776	32	36	24
777	5	61	13
778	64	54	156
779	510	58	15
780	26	41	46
781	61	13	5
782	36	41	49
783	51	59	46
784	19	11	38
785	33	18	42
786	63	14	19
787	51	60	64
788	45	33	23
789	72	68	60
790	31	3	26
791	37	52	60
792	53	41	5
793	49	53	41
794	41	23	41
795	32	22	44
796	44	3	39
797	15	59	11
798	30	38	25
799	41	53	49
800	41	45	63
801	48	11	34
802	24	16	38
803	57	41	53
804	62	5	58
805	47	55	39
806	35	43	59
807	42	27	32
808	29	3	60
809	45	25	34
810	47	55	39
811	15	27	19
812	45	33	50
813	41	29	49
814	40	24	35
815	74	63	70
816	11	57	26
817	37	59	45
818	46	28	24
819	47	18	61
820	43	59	51
821	28	24	36
822	18	22	32
823	32	22	3
824	47	55	42
825	41	16	54
826	62	50	42
827	43	4	35
828	22	44	40
829	40	32	18
830	3	55	37
831	43	9	53
832	34	21	26
833	63	11	34
834	22	35	26
835	36	18	32
836	25	45	37
837	40	50	30
838	34	9	57
839	3986	54	3976
840	35	171	43
841	33	42	25
842	13	8	21
843	58	46	50
844	11	46	38
845	4	60	52
846	10	18	57
847	6	41	20
848	66	57	62
849	50	37	42
850	34	18	30
851	24	20	32
852	47	52	37
853	25	47	55
854	3	57	47
855	37	45	20
856	26	42	34
857	14	39	47
858	23	18	51
859	36	28	15
860	5	25	15
861	11	3	61
862	30	42	34
863	48	38	28
864	50	46	58
865	24	36	28
866	48	35	43
867	47	55	39
868	27	56	48
869	36	31	14
870	18	28	58
871	63	28	43
872	38	51	43
873	12	43	51
874	62	7	52
875	54	62	21
876	40	48	35
877	23	10	18
878	31	51	41
879	11	32	3
880	47	35	39
881	53	48	34
882	34	18	22
883	18	23	7
884	3	48	58
885	36	53	48
886	18	34	8
887	42	32	24
888	15	10	23
889	11	19	3
890	26	5	57
891	61	7	12
892	26	18	41
893	25	38	30
894	44	28	36
895	38	25	30
896	6	16	60
897	15	23	5
898	14	19	62
899	69	61	57
900	8	62	54
901	45	31	55
902	43	51	39
903	10	35	789
904	51	41	55
905	29	9	21
906	8	52	57
907	39	48	28
908	22	35	40
909	39	35	48
910	42	34	25
911	47	51	28
912	23	38	28
913	64	7	60
914	25	33	3
915	36	32	20
916	44	30	26
917	11	3	19
918	59	7	54
919	36	24	44
920	55	3	13
921	53	32	18
922	18	51	33
923	33	46	38
924	28	32	42
925	5	21	36
926	62	52	44
927	54	62	50
928	9	38	17
929	63	55	50
930	11	27	19
931	45	55	35
932	66	42	46
933	35	30	13
934	9	53	32
935	43	35	31
936	39	35	47
937	5	23	15
938	46	38	33
939	20	12	51
940	41	29	45
941	54	64	49
942	11	3	57
943	39	57	49
944	58	7	62
945	27	19	15
946	53	45	41
947	33	51	46
948	16	28	33
949	36	15	11
950	46	59	50
951	25	15	55
952	20	10	30
953	58	6	62
954	72	10	63
955	16	20	30
956	53	34	25
957	41	29	33
958	57	61	11
959	28	6	36
960	45	33	49
961	59	48	64
962	64	10	60
963	64	51	56
964	55	51	9
965	27	40	32
966	55	50	65
967	10	51	24
968	49	45	14
969	65	52	57
970	53	7	21
971	8	30	13
972	32	19	24
973	11	26	53
974	53	68	63
975	16	21	29
976	42	56	60
977	8	83	39
978	14	48	18
979	53	36	24
980	62	66	7
981	45	55	40
982	14	6	19
983	58	50	29
984	10	62	22
985	43	39	27
986	21	9	25
987	23	7	38
988	611	22	3
989	10	18	26
990	36	22	44
991	50	54	62
992	12	3	55
993	5	50	58
994	20	25	8
995	48	44	56
996	29	21	51
997	27	47	37
998	35	49	39
999	20	30	12
