Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
931	5	117	1174
932	192	1245	7
933	537	1592	76
934	69	531	1586
935	99	567	1622
936	49	1102	7
937	690	1745	6
938	5	657	1714
939	410	1465	7
940	432	1483	7
941	7	773	1826
942	751	1806	7
943	494	1547	9
944	1717	5	666
945	912	1965	7
946	1873	4	819
947	1538	5	485
948	245	1298	5
949	1612	50	557
950	415	1468	7
951	5	857	1910
952	1117	7	66
953	1217	7	162
954	4	698	1754
955	5	1047	2104
956	5	717	1772
957	5	1034	2089
958	2083	7	1032
959	5	933	1988
960	1286	5	231
961	1944	5	893
962	5	441	1496
963	600	1652	57
964	1333	5	282
965	1655	53	604
966	473	1524	6
967	2123	16	1069
968	2107	5	1054
969	4	761	1816
970	4	1037	2092
971	2147	41	1097
972	297	1350	7
973	814	1869	7
974	957	2012	5
975	1624	5	571
976	33	610	1665
977	642	1695	61
978	1648	11	597
979	407	1460	6
980	7	395	1450
981	5	824	1881
982	1363	7	310
983	5	301	1357
984	1318	5	265
985	338	1391	5
986	5	195	1250
987	6	313	1372
988	5	977	2034
989	6	968	2024
990	7	554	1611
991	606	1659	7
992	5	843	1900
993	1933	7	880
994	181	1234	7
995	4	574	1631
996	302	1357	7
997	5	792	1847
998	5	302	1357
999	5	190	1248
