Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
395	102	5	54
396	100	5	55
397	156	61	109
398	54	102	7
399	126	33	82
400	6	52	103
401	112	160	65
402	100	5	54
403	52	99	6
404	151	201	106
405	98	5	53
406	51	98	5
407	52	100	7
408	52	100	7
409	156	203	110
410	52	101	6
411	99	148	55
412	100	5	55
413	98	5	53
414	5	52	102
415	5	53	102
416	7	54	103
417	52	100	7
418	5	50	100
419	53	100	7
420	100	5	54
421	55	100	7
422	50	98	7
423	5	52	100
424	104	7	56
425	237	5	193
426	5	191	243
427	52	100	6
428	100	5	54
429	5	52	101
430	98	5	54
431	98	5	53
432	131	36	86
433	5	53	102
434	54	102	7
435	5	52	102
436	100	5	54
437	9	100	149
438	7	53	102
439	5	53	102
440	145	192	56
441	52	98	7
442	5	53	102
443	5	51	100
444	177	56	129
445	124	29	79
446	231	5	151
447	7	100	54
448	7	102	55
449	98	50	7
450	100	52	6
451	36	131	86
452	5	102	55
453	52	5	102
454	96	143	7
455	54	100	7
456	101	4	54
457	100	5	54
458	21	69	118
459	102	5	54
460	6	54	103
461	55	102	7
462	101	6	56
463	4	52	101
464	51	98	5
465	101	4	54
466	7	54	103
467	54	102	9
468	53	100	7
469	5	50	100
470	5	52	100
471	89	5	41
472	51	98	5
473	5	51	100
474	54	101	6
475	195	5	152
476	5	52	100
477	52	102	7
478	98	5	52
479	197	102	151
480	100	5	54
481	102	5	54
482	52	197	6
483	51	98	5
484	52	100	7
485	44	90	139
486	100	5	55
487	55	102	7
488	53	100	9
489	5	52	102
490	99	4	54
491	102	7	56
492	52	99	6
493	100	5	54
494	98	4	54
495	7	54	102
496	53	100	7
497	25	73	120
498	5	55	102
499	7	52	102
500	98	5	52
501	52	100	7
502	51	98	7
503	100	7	55
504	4	149	199
505	53	102	7
506	197	7	54
507	101	4	54
508	50	98	5
509	98	5	52
510	50	98	7
511	54	100	7
512	98	145	52
513	52	147	7
514	195	148	4
515	53	5	102
516	133	87	182
517	5	92	45
518	7	199	56
519	5	98	52
520	5	100	54
521	5	148	52
522	54	100	7
523	188	93	142
524	51	100	7
525	4	52	99
526	100	5	55
527	113	20	67
528	5	50	197
529	7	52	102
530	102	5	54
531	7	54	102
532	52	100	7
533	202	7	57
534	52	100	6
535	5	53	100
536	52	100	6
537	55	102	9
538	4	52	101
539	150	198	5
540	52	100	7
541	111	16	66
542	113	18	67
543	4	80	129
544	52	100	6
545	98	5	52
546	53	100	7
547	101	4	54
548	83	132	9
549	52	100	7
550	53	98	7
551	124	171	78
552	54	100	7
553	98	7	147
554	52	5	101
555	5	102	55
556	5	100	55
557	98	50	5
558	199	53	7
559	4	99	56
560	100	54	7
561	52	5	102
562	102	55	7
563	54	7	104
564	52	4	99
565	102	55	7
566	5	98	54
567	5	98	52
568	100	54	7
569	100	53	7
570	5	100	54
571	64	18	113
572	4	99	54
573	100	51	7
574	59	12	109
575	100	52	7
576	100	53	7
577	5	100	54
578	7	100	57
579	100	51	7
580	5	100	54
581	5	151	54
582	52	100	7
583	5	53	102
584	52	100	9
585	76	124	31
586	100	5	54
587	102	7	56
588	100	5	52
589	52	100	8
590	5	53	102
591	98	5	52
592	130	5	52
593	7	147	54
594	102	7	54
595	52	100	7
596	100	5	57
597	5	54	104
598	52	100	7
599	100	5	54
600	98	5	55
601	52	100	7
602	52	102	9
603	5	50	100
604	53	100	7
605	5	54	103
606	5	53	100
607	50	98	5
608	99	4	54
609	5	52	102
610	131	5	52
611	5	100	54
612	54	5	102
613	100	54	7
614	53	5	102
615	8	102	56
616	5	98	54
617	100	53	7
618	115	70	22
619	6	101	54
620	53	5	200
621	100	54	6
622	5	100	54
623	47	142	96
624	55	7	102
625	55	7	104
626	102	55	7
627	5	101	54
628	52	5	102
629	98	51	7
630	98	50	5
631	100	53	7
632	55	5	102
633	112	64	18
634	52	5	101
635	7	198	54
636	102	55	7
637	101	6	56
638	100	7	56
639	5	53	102
640	100	6	54
641	5	52	101
642	52	99	6
643	5	53	100
644	52	100	7
645	5	92	141
646	5	152	201
647	100	5	54
648	122	29	76
649	5	52	101
650	5	150	200
651	102	7	54
652	124	29	78
653	98	5	52
654	133	42	90
655	100	5	54
656	89	137	186
657	102	5	55
658	100	5	52
659	102	5	56
660	98	5	55
661	6	54	103
662	100	5	54
663	12	60	107
664	148	6	54
665	7	102	57
666	5	100	55
667	152	7	201
668	4	99	54
669	148	52	7
670	165	68	118
671	100	5	52
672	138	186	95
673	5	52	100
674	136	5	53
675	100	52	5
676	100	51	7
677	52	4	199
678	100	52	7
679	5	98	54
680	98	52	7
681	7	199	152
682	5	100	55
683	5	100	54
684	102	54	7
685	52	5	102
686	100	52	7
687	55	7	102
688	51	5	197
689	7	102	55
690	53	5	102
691	84	38	133
692	99	194	148
693	5	100	54
694	200	150	7
695	100	54	7
696	54	7	104
697	53	5	102
698	100	53	7
699	5	139	94
700	54	5	103
701	74	169	122
702	52	4	101
