Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
934	525	5	6437
935	298	250	5392
936	4	52	7499
937	5	519	6437
938	5	52	8587
939	352	305	5394
940	5	52	7496
941	155	108	7528
942	136	184	7530
943	915	868	5438
944	247	5	6441
945	1077	1029	5488
946	882	43	6473
947	81	35	7624
948	992	1041	5494
949	52	5	7500
950	976	1024	5490
951	6	236	6440
952	635	5	6442
953	52	7	7502
954	141	7	8574
955	617	569	5393
956	369	416	5391
957	5	668	6435
958	5	52	7498
959	643	595	5388
960	906	954	5422
961	7	626	6437
962	7	54	7502
963	54	5	7498
964	1032	1078	5488
965	52	5	7494
966	5	52	7496
967	4	129	8578
968	5	52	7494
969	52	5	7492
970	5	152	7600
971	54	6	9637
972	346	491	5394
973	173	26	7622
974	667	4	6442
975	98	48	7545
976	5	53	7502
977	6	673	6438
978	592	4	6438
979	53	5	7500
980	217	4	6438
981	52	7	7502
982	204	351	5396
983	5	471	6439
984	1127	5	6572
985	1086	941	5394
986	7	52	7504
987	652	5	6439
988	156	108	7605
989	1044	6	6442
990	844	794	5396
991	568	5	6443
992	52	5	7502
993	4	52	7499
994	5	823	6438
995	7	54	7500
996	4	924	6438
997	193	5	8676
998	91	1155	6525
999	767	5	6439
