Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
422	6214	919	11497
423	5524	230	10807
424	588	5884	11176
425	464	11039	5753
426	936	11510	6227
427	10926	5645	361
428	112	5393	10665
429	11286	718	6006
430	61	5348	10629
431	10633	5352	72
432	798	6086	11370
433	402	5693	10976
434	5783	11066	498
435	29	10601	5316
436	6001	11286	710
437	5838	11110	560
438	10685	5404	125
439	11409	6126	830
440	12371	1797	7090
441	11599	1031	6320
442	10937	5659	372
443	10578	5297	8
444	5405	114	10688
445	786	6079	11364
446	11576	1011	6296
447	524	11094	5813
448	346	5638	10923
449	11389	820	6107
450	11527	946	6239
451	11518	951	6238
452	10616	48	5335
453	11044	5768	487
454	976	6263	11544
455	79	10649	5370
456	5644	10927	367
457	11188	5906	619
458	10706	5427	140
459	10601	5322	33
460	11383	6098	809
461	11317	6038	753
462	11292	6012	725
463	11363	6080	791
464	11084	5803	514
465	11166	5883	590
466	11053	5770	481
467	10836	5558	270
468	10733	161	5449
469	11389	811	6104
470	11263	5974	678
471	10667	89	5378
472	10860	5575	285
473	10926	348	5639
474	52	5338	10623
475	10805	5520	226
476	10841	284	5565
477	11291	6008	718
478	10986	5710	429
479	11018	5735	448
480	11130	5848	561
481	10587	5303	13
482	11512	942	6231
483	10999	5714	423
484	11440	6159	873
485	10888	5605	314
486	10635	5350	60
487	10815	240	5532
488	11334	6053	764
489	10796	5511	222
490	10777	199	5488
491	65	5354	10641
492	5746	466	11019
493	264	5542	10815
494	351	5640	10923
495	6270	11557	980
496	6255	963	11540
497	6254	967	11533
498	11317	740	6030
499	485	11053	5772
500	6265	11548	978
501	11576	1012	6297
502	572	5860	11143
503	811	6090	11364
504	137	10708	5427
505	813	6100	11383
506	478	5770	11053
507	5952	659	11235
508	11471	6194	912
509	10861	5578	290
510	11477	6201	926
511	722	6003	11280
512	10960	5678	393
513	6023	738	11307
514	11089	5808	523
515	443	5730	11012
516	1026	6313	11598
517	11248	678	5965
518	6104	817	11383
519	6270	987	11548
520	11398	832	6121
521	5699	414	10978
522	11508	6225	938
523	10768	5488	203
524	5551	10836	260
525	715	11285	6002
526	135	10705	5421
527	839	6126	11411
528	6288	11573	999
529	6316	11592	1029
530	5533	10813	252
531	11158	5873	586
532	695	11265	5984
533	147	10724	5441
534	10798	5521	236
535	10736	5456	172
536	11388	6109	822
537	11244	680	5965
538	745	6032	11315
539	569	11139	5858
540	87	5374	10655
541	5953	659	11238
542	168	10736	5457
543	10603	35	5321
544	168	10736	5453
545	5680	10957	398
546	5983	696	11266
547	11317	6034	749
548	901	6192	11473
549	871	11441	6159
550	11280	713	5998
551	6144	861	11429
