Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
645	86	5363	10633
646	686	5963	11241
647	894	6175	11445
648	553	5825	11091
649	526	5810	11085
650	819	6104	11383
651	809	6087	11360
652	674	5950	11220
653	244	5522	10796
654	674	5950	11223
655	586	5862	11135
656	185	5466	10742
657	121	5402	10678
658	768	6046	11320
659	732	6012	11284
660	374	5655	10929
661	755	6037	11310
662	254	5534	10809
663	162	5443	10717
664	453	5736	11013
665	989	6267	11540
666	523	5800	11074
667	624	5903	11177
668	10583	31	5309
669	918	6195	11471
670	983	6261	11531
671	380	5665	10939
672	862	6145	11423
673	922	6207	11481
674	689	5970	11242
675	41	5318	10592
676	646	5923	11195
677	10573	41	5311
678	552	5835	11107
679	155	5435	10710
680	892	6165	11439
681	910	6188	11460
682	563	5839	11113
683	558	5839	11113
684	688	5965	11239
685	373	5652	10924
686	685	5964	11244
687	271	5552	10820
688	1036	6316	11593
689	854	6132	11403
690	288	5562	10830
691	1019	6289	11563
692	435	5714	10984
693	60	5335	10607
694	78	5353	10622
695	807	6083	11353
696	99	5378	10648
697	206	5479	10751
698	830	6104	11376
699	378	5654	10926
700	629	5903	11173
701	738	6015	11287
702	438	5714	10982
703	597	5880	11156
704	213	5494	10766
705	170	5452	10725
706	143	5421	10696
707	42	5320	10593
708	4	5284	10564
709	879	6160	11438
710	798	6079	11355
711	459	5740	11016
712	44	5322	10597
713	233	5515	10788
714	903	6181	11449
715	194	5468	10734
716	787	6063	11329
717	213	5489	10759
718	221	5495	10765
719	5287	10558	5
720	57	5337	10612
721	920	6201	11471
722	509	5789	11059
723	782	6057	11333
724	992	6271	11545
725	735	6012	11284
726	663	5931	11192
727	258	5530	10802
728	477	5757	11034
729	138	5419	10695
730	644	5916	11188
731	890	6164	11424
732	959	6240	11516
733	101	5382	10656
734	717	5998	11272
735	245	5523	10797
736	849	6128	11400
737	605	5886	11164
738	76	5359	10631
739	481	5755	11025
740	695	5971	11243
741	541	5809	11081
742	507	5786	11060
743	157	5434	10706
744	421	5702	10974
745	389	5670	10942
746	983	6264	11538
747	61	5341	10613
748	324	5603	10875
749	317	5588	10857
750	500	5777	11045
751	614	5888	11156
752	879	6155	11421
753	43	5311	10571
754	886	6162	11434
755	320	5601	10875
756	661	5939	11209
757	402	5683	10959
758	174	5455	10730
759	376	5654	10931
760	245	5522	10798
761	872	6149	11423
762	145	5427	10699
763	451	5723	10986
764	748	6025	11297
765	710	5993	11267
766	451	5728	11000
767	181	5455	10728
768	809	6092	11366
769	200	5474	10733
770	359	5638	10916
771	989	6274	11550
772	910	6190	11463
773	256	5537	10811
774	646	5925	11201
775	852	6131	11407
776	507	5790	11068
777	588	5867	11147
778	166	5445	10723
779	699	5980	11258
780	11	5293	10567
781	1002	6278	11551
782	200	5476	10744
783	267	5545	10811
784	558	5836	11108
785	76	5352	10624
786	668	5948	11223
787	888	6164	11430
788	685	5963	11237
789	1023	6299	11570
790	860	6133	11402
791	798	6072	11342
792	735	6014	11290
793	493	5772	11044
794	202	5478	10749
795	363	5639	10914
796	59	5342	10619
797	886	6167	11439
798	545	5822	11094
799	535	5811	11083
800	740	6015	11287
801	468	5746	11019
802	953	6227	11497
803	854	6130	11403
804	50	5322	10592
805	507	5786	11056
806	982	6254	11520
807	108	5385	10653
808	5287	10551	18
809	839	6107	11375
810	935	6213	11488
811	825	6106	11382
812	692	5969	11245
813	736	6015	11289
814	620	5901	11175
815	767	6042	11314
816	845	6121	11391
817	665	5944	11222
818	385	5666	10938
819	854	6143	11422
820	747	6039	11321
821	547	5832	11115
822	862	6152	11435
823	138	5423	10704
824	908	6197	11480
825	305	5593	10876
826	342	5635	10920
827	959	6252	11539
828	59	5348	10631
829	362	5650	10930
830	685	5972	11254
831	164	5455	10736
832	359	5646	10927
833	928	6214	11498
834	738	6025	11305
835	342	5631	10912
836	373	5660	10939
837	682	5967	11248
838	931	6222	11507
839	923	6208	11488
840	880	6167	11450
841	455	5740	11019
842	410	5699	10982
843	532	5819	11104
844	985	6270	11553
845	59	5342	10623
846	726	6017	11298
847	696	5983	11268
848	344	5637	10920
849	730	6013	11291
850	537	5826	11111
851	1013	6302	11587
852	213	5504	10793
853	895	6186	11475
854	50	5339	10620
855	316	5603	10882
856	771	6060	11340
857	275	5560	10839
858	661	5949	11231
859	194	5477	10755
860	926	6213	11492
861	602	5888	11172
862	710	5993	11274
863	408	5693	10970
864	173	5462	10747
865	997	6288	11567
866	1038	6327	11608
867	12	5300	10582
868	508	5798	11080
869	472	5757	11036
870	636	5920	11201
871	255	5541	10823
872	301	5582	10859
873	298	5586	10864
874	271	5554	10832
875	953	6234	11512
876	706	5988	11265
877	85	5366	10644
878	5284	10552	10
879	71	5356	10633
880	350	5635	10917
881	787	6070	11353
882	136	5423	10704
883	1006	6297	11580
884	1038	6325	11606
885	453	5739	11021
886	236	5525	10808
887	354	5639	10922
888	200	5489	10774
889	10584	14	5305
890	1023	6312	11597
891	329	5616	10895
892	736	6023	11304
893	519	5806	11087
894	504	5791	11070
895	856	6143	11424
896	759	6047	11331
897	389	5678	10963
898	946	6239	11522
899	11	5300	10581
900	538	5825	11108
901	814	6101	11384
902	599	5892	11179
903	800	6077	11362
904	301	5588	10867
905	660	5947	11232
906	612	5901	11182
907	428	5717	11002
908	614	5901	11184
909	620	5908	11193
910	258	5544	10826
911	775	6062	11347
912	641	5928	11207
913	785	6066	11336
914	5302	10587	11
915	264	5551	10836
916	815	6101	11383
917	355	5635	10912
918	5291	10565	10
919	304	5593	10878
920	860	6148	11432
921	624	5913	11194
922	294	5580	10862
923	493	5781	11059
924	898	6183	11460
925	783	6065	11344
926	198	5481	10760
927	644	5929	11210
928	172	5455	10727
929	646	5918	11190
930	166	5455	10732
931	411	5696	10981
932	390	5676	10963
933	167	5455	10738
934	109	5398	10683
935	221	5506	10785
936	983	6268	11550
937	963	6252	11539
938	1046	6331	11614
939	684	5971	11252
940	637	5926	11205
941	487	5772	11053
942	757	6042	11321
943	348	5635	10918
944	347	5633	10915
945	494	5783	11060
946	83	5370	10653
947	492	5785	11066
948	35	5322	10605
949	943	6231	11513
950	307	5594	10879
951	112	5404	10687
952	539	5824	11107
953	747	6034	11313
954	538	5823	11106
955	367	5654	10939
956	865	6152	11433
957	386	5678	10965
958	68	5348	10633
959	833	6118	11403
960	496	5787	11068
961	617	5903	11188
962	470	5749	11021
963	789	6076	11357
964	37	5325	10610
965	534	5817	11098
966	131	5418	10703
967	908	6195	11476
968	863	6154	11437
969	618	5907	11190
970	1025	6314	11597
971	455	5742	11025
972	320	5609	10892
973	766	6053	11334
974	586	5865	11149
975	5292	10575	7
976	470	5757	11040
977	476	5761	11042
978	657	5944	11229
979	883	6169	11451
980	1034	6321	11603
981	644	5939	11218
982	31	5314	10593
983	961	6242	11526
984	646	5929	11209
985	903	6190	11473
986	203	5486	10768
987	950	6239	11516
988	606	5888	11165
989	10565	5	5288
990	138	5421	10700
991	10585	14	5306
992	933	6216	11495
993	885	6171	11466
994	1030	6315	11593
995	813	6096	11377
996	153	5439	10717
997	761	6046	11327
998	5301	10584	10
999	984	6269	11550
