Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
646	333	5610	10884
647	891	6173	11445
648	899	6178	11450
649	24	5296	10568
650	329	5603	10865
651	590	5856	11121
652	258	5528	10791
653	528	5805	11075
654	984	6259	11535
655	706	5984	11259
656	226	5494	10759
657	326	5603	10877
658	337	5614	10892
659	573	5856	11131
660	597	5876	11145
661	454	5736	11011
662	788	6068	11343
663	12	5291	10565
664	749	6028	11304
665	200	5480	10755
666	824	6100	11370
667	941	6218	11479
668	986	6252	11516
669	433	5712	10988
670	1027	6305	11577
671	751	6027	11301
672	898	6173	11445
673	165	5450	10727
674	458	5730	11002
675	509	5783	11055
676	815	6091	11364
677	275	5549	10819
678	828	6103	11375
679	168	5448	10721
680	286	5563	10837
681	438	5716	10990
682	40	5318	10591
683	346	5623	10897
684	194	5476	10746
685	147	5425	10689
686	310	5577	10837
687	883	6160	11436
688	37	5305	10568
689	624	5892	11169
690	368	5648	10921
691	705	5984	11260
692	161	5444	10716
693	1030	6315	11593
694	10	5293	10576
695	470	5751	11027
696	29	5310	10588
697	121	5401	10680
698	217	5502	10775
699	372	5646	10918
700	622	5899	11171
701	217	5495	10765
702	363	5639	10909
703	63	5339	10611
704	804	6079	11349
705	453	5725	10989
706	613	5885	11160
707	891	6171	11444
708	920	6199	11471
709	1014	6293	11565
710	148	5427	10707
711	969	6245	11518
712	873	6155	11432
713	719	5993	11266
714	1033	6310	11584
715	609	5886	11158
716	249	5528	10802
717	16	5293	10571
718	539	5820	11096
719	240	5519	10797
720	101	5376	10648
721	361	5636	10906
722	1008	6286	11560
723	741	6024	11298
724	664	5940	11212
725	36	5314	10588
726	565	5841	11111
727	307	5586	10858
728	342	5618	10888
729	421	5697	10969
730	1006	6283	11553
731	323	5601	10873
732	845	6113	11381
733	515	5787	11051
734	97	5374	10650
735	1004	6280	11552
736	612	5890	11169
737	893	6173	11448
738	196	5476	10751
739	133	5418	10697
740	826	6107	11383
741	397	5674	10948
742	518	5796	11068
743	294	5571	10843
744	1037	6314	11588
745	558	5834	11106
746	725	6002	11272
747	178	5453	10725
748	678	5959	11231
749	1031	6301	11569
750	5279	10558	3
751	466	5744	11021
752	449	5730	11004
753	579	5860	11134
754	155	5438	10710
755	976	6254	11524
756	253	5532	10806
757	263	5543	10815
758	417	5702	10976
759	406	5691	10967
760	965	6245	11520
761	273	5545	10809
762	942	6220	11490
763	860	6130	11400
764	982	6261	11537
765	793	6070	11342
766	524	5805	11075
767	730	6006	11276
768	516	5796	11069
769	391	5671	10946
770	202	5477	10749
771	935	6213	11484
772	826	6106	11380
773	723	6000	11270
774	237	5517	10792
775	185	5464	10740
776	854	6132	11409
777	802	6085	11361
778	744	6020	11290
779	498	5778	11050
780	620	5895	11167
781	678	5957	11229
782	166	5442	10712
783	948	6222	11490
784	339	5613	10883
785	854	6134	11404
786	48	5320	10588
787	1038	6313	11583
788	9	5274	10531
789	597	5871	11147
790	316	5590	10860
791	768	6033	11293
792	258	5530	10798
793	140	5415	10683
794	650	5924	11194
795	845	6117	11387
796	744	6017	11286
797	1019	6284	11543
798	44	5318	10588
799	153	5427	10700
800	224	5502	10772
801	935	6207	11483
802	839	6113	11383
803	230	5506	10774
804	1013	6289	11565
805	370	5646	10914
806	368	5640	10910
807	204	5480	10750
808	329	5603	10877
809	54	5330	10598
810	931	6205	11475
811	10558	6	5285
812	271	5549	10822
813	773	6055	11334
814	511	5791	11066
815	967	6245	11526
816	815	6092	11364
817	320	5601	10875
818	783	6068	11340
819	760	6038	11311
820	556	5832	11104
821	607	5890	11168
822	50	5328	10600
823	687	5964	11236
824	489	5765	11038
825	667	5945	11220
826	162	5440	10708
827	539	5817	11089
828	710	5986	11260
829	960	6241	11513
830	384	5659	10935
831	121	5401	10678
832	118	5393	10665
833	984	6256	11517
834	285	5553	10815
835	263	5533	10796
836	208	5483	10755
837	974	6248	11516
838	804	6081	11351
839	172	5444	10718
840	792	6068	11340
841	278	5552	10820
842	410	5685	10955
843	61	5333	10605
844	906	6180	11454
845	698	5976	11249
846	485	5765	11035
847	976	6254	11520
848	17	5293	10560
849	674	5946	11212
850	990	6262	11530
851	988	6261	11528
852	558	5830	11104
853	237	5513	10783
854	52	5326	10594
855	618	5892	11162
856	406	5679	10946
857	963	6237	11505
858	460	5740	11010
859	23	5295	10561
860	498	5772	11044
861	472	5749	11025
862	834	6111	11383
863	328	5605	10877
864	339	5613	10885
865	490	5766	11036
866	571	5845	11121
867	854	6130	11406
