Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
918	5303	10581	24
919	4	5286	10563
920	3	10562	5284
921	3	5287	10566
922	10564	5290	10
923	10560	10	5289
924	5292	10569	11
925	5290	8	10570
926	5281	3	10557
927	8	5290	10564
928	10562	5288	8
929	9	5289	10570
930	3	5284	10559
931	10568	14	5293
932	9	5289	10566
933	7	10565	5288
934	5286	10559	4
935	10	10563	5287
936	10565	5290	10
937	16	5295	10567
938	9	5285	10562
939	10575	20	5298
940	10560	5284	5
941	10563	5288	3
942	10563	8	5288
943	10558	7	5284
944	5285	5	10557
945	10558	5286	9
946	10559	3	5282
947	5286	11	10564
948	5289	11	10563
949	10561	23	5296
950	6	5278	10546
951	5288	10570	3
952	5289	11	10566
953	5286	4	10562
954	4	10568	5288
955	10577	5297	12
956	10559	5284	4
957	10566	9	5289
958	10569	8	5290
959	5292	7	10575
960	5291	3	10568
961	7	5289	10565
962	7	10546	5280
963	7	10572	5292
964	5	5289	10568
965	10564	9	5289
966	5288	4	10566
967	5288	10562	7
968	5289	7	10570
969	8	10572	5294
970	10545	5277	3
971	5290	10571	3
972	10568	9	5291
973	5294	10565	10
974	3	5284	10560
975	5284	3	10565
976	5292	10573	11
977	10570	4	5293
978	7	5279	10549
979	7	5293	10570
980	10581	5303	20
981	5287	10562	7
982	10563	3	5291
983	3	10558	5284
984	10559	5284	6
985	10561	3	5285
986	10561	5284	3
987	10564	5288	7
988	5	10545	5277
989	5290	11	10567
990	10575	16	5296
991	10548	5278	6
992	10563	6	5287
993	5292	10	10566
994	7	5288	10567
995	7	5291	10568
996	5288	10565	6
997	10561	3	5287
998	5288	10565	6
999	10560	5284	3

